검색어,플랫폼,게시물 URL,게시물 제목,게시물 내용,게시물 등록일자,계정명,수집시간
KBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=pol_left&no=4613&keyword=KBS,"민주당 자사주 소각 의무화 3차 상법 개정, 연내 마무리",코스피 5천 가즈아,2025-12-12,해피가이,2025-12-12
KBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756543&keyword=KBS,매일 하나씩 망해요.. '사상 최대' 폐업중인 이 사업,정확히는 하루 하나가 아니고 하루 1.6개 망한다네요. 분양가는 지방도 같이 올랐다는데?? ! 지금 SBS 휘청휘청 / KBS 휘청휘청 홈플 = 부도 확정 한국GM = 빤스런 확정 건설 = 태영 / 롯데 등등 홈플러스 부터 제대로 된 메세지 줘야 한다고 봅니다. 응 세금으로 절대 안살려줘!!! 누구 살려주고 누구 안살려주고 응 모두 안살려 메세지 줘야합니다.,2025-12-12,kuma777,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757071&keyword=MBC,MBC)  회사 망한다는 생각들게.. 표정 싹 굳은 이재명 '살벌',쿠팡 너 들으라고 하는 소리야~~~ 소송하지 않으면 돈을 절대 안준다. 이제 우리도 집단소송 자동으로 법으로 바꾼다. 과징금과 개인손해배상은 별도이다. 쿠팡아 적자 어차피 5조 넘는데.. 빚 2~3조 더 늘어난다고 괜찮자나 나라 2조 내고 개인에게 1조쯤 지불하자 구독료 5만원으로 올리던 알아서 하고...,2025-12-12,kuma777,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756955&keyword=MBC,"이시언, 9억 시세차익 대박청약 당첨 신혼집 팔고 25억 한강뷰 입주",나혼산 나올 때 당첨된 그 아파트 살다가 팔았나 보네요!,2025-12-12,raisintea,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=issue&no=730681&keyword=MBC,[MBC]통일교 2인자 윤영호 진술,핵심이 윤영호(뇌물공여 피의자)진술인데 직접 준것도 아니고 봤다 들었다 임. 권선동이와는 물증에서 차이가 나니 재래식언론 들 먹이감으로 쓰다가 버려지겠네요.,2025-12-12,RE-FORM,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=pol_left&no=4610&keyword=MBC,이 대통령 지지율 62%로 상승민주당 44%국민의힘 20%,갓 잼통입니다!,2025-12-12,해피가이,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756549&keyword=MBC,"MBC) '신체 접촉 논란' 김완기 감독, 1년 6개월 자격정지 징계항소하겠다!",문자 = 폭언 인정 증거가 있는데.. 재심 해보면 뒤집기? 요즘은 이메일 문자 서류가 제일 좋고 핸드폰도 삼성 자동녹음 최고 입니다.,2025-12-12,kuma777,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756519&keyword=MBC,박나래 전매니저 녹취도 전부 가지고있다 ㄷㄷ.,박나래가 반박할때 하나씩 공개하겠다고 함 ㄷㄷ,2025-12-12,NVlDIA,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757125&keyword=MBC,장카설유 총출동하는,가요대전 라인업 공개 됐는데 4명이서 특별무대는 안하겠죠? 예전에 mbc에서 카설유는 했었는데 말이죠,2025-12-12,타임스톤,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757071&keyword=MBC,MBC)  회사 망한다는 생각들게.. 표정 싹 굳은 이재명 '살벌',쿠팡 너 들으라고 하는 소리야~~~ 소송하지 않으면 돈을 절대 안준다. 이제 우리도 집단소송 자동으로 법으로 바꾼다. 과징금과 개인손해배상은 별도이다. 쿠팡아 적자 어차피 5조 넘는데.. 빚 2~3조 더 늘어난다고 괜찮자나 나라 2조 내고 개인에게 1조쯤 지불하자 구독료 5만원으로 올리던 알아서 하고...,2025-12-12,kuma777,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756955&keyword=MBC,"이시언, 9억 시세차익 대박청약 당첨 신혼집 팔고 25억 한강뷰 입주",나혼산 나올 때 당첨된 그 아파트 살다가 팔았나 보네요!,2025-12-12,raisintea,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=issue&no=730681&keyword=MBC,[MBC]통일교 2인자 윤영호 진술,핵심이 윤영호(뇌물공여 피의자)진술인데 직접 준것도 아니고 봤다 들었다 임. 권선동이와는 물증에서 차이가 나니 재래식언론 들 먹이감으로 쓰다가 버려지겠네요.,2025-12-12,RE-FORM,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=pol_left&no=4610&keyword=MBC,이 대통령 지지율 62%로 상승민주당 44%국민의힘 20%,갓 잼통입니다!,2025-12-12,해피가이,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756549&keyword=MBC,"MBC) '신체 접촉 논란' 김완기 감독, 1년 6개월 자격정지 징계항소하겠다!",문자 = 폭언 인정 증거가 있는데.. 재심 해보면 뒤집기? 요즘은 이메일 문자 서류가 제일 좋고 핸드폰도 삼성 자동녹음 최고 입니다.,2025-12-12,kuma777,2025-12-12
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756519&keyword=MBC,박나래 전매니저 녹취도 전부 가지고있다 ㄷㄷ.,박나래가 반박할때 하나씩 공개하겠다고 함 ㄷㄷ,2025-12-12,NVlDIA,2025-12-12
MBN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=alopecia&no=15901&keyword=MBN,인도 셀러,"10일만에 받았다는 다른 분 글 보고 주문해봤는데, 12/2 송금, 오늘(12/12) 도착.  통관 문제시 반송 완료되면 다시 보내준다고 했음. 카톡응대 빠름. 돈 받고도 바로 연락옴. 좀 전에 물건 받았다고 하니 바로 응대하면서. 자기 좀 커뮤니티에 추천해 주라고 해서 아이디 올립니다. 이 사람도 물량 많아지면 태도가 변하겠지만, 필요하신 분들은 연락해 보세요. 구글맵에 주소 찾아보니 사무실도 나름 깔끔한것 같네요.  셀러 홈피  카톡:  med365 가격이나 약 종류 이런건 직접 문의하세요",2025-12-12,케베쳄이,2025-12-12
MBN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=issue&no=730680&keyword=MBN,통일교 윤영호 측 직접 건넸다는 것 아냐,"뭐? 윤영호 자체가 통일교 한총재 딱가리에다가 뇌물공여 피의자. 특검진술에서 나경원, 정동영, 전재수 등 정치인 이름이 등장한 것을 국수본에 넘겼고(특검종료) 수사 철저히 해야겠죠. 다만 언제나 그랬듯이 재래식 언론들은 이때다 싶은 모양이네요. Mbn 단독인데 전재수 의원 꼭 명예회복 하길 바래봅니다.",2025-12-12,RE-FORM,2025-12-12
MBN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=alopecia&no=15901&keyword=MBN,인도 셀러,"10일만에 받았다는 다른 분 글 보고 주문해봤는데, 12/2 송금, 오늘(12/12) 도착.  통관 문제시 반송 완료되면 다시 보내준다고 했음. 카톡응대 빠름. 돈 받고도 바로 연락옴. 좀 전에 물건 받았다고 하니 바로 응대하면서. 자기 좀 커뮤니티에 추천해 주라고 해서 아이디 올립니다. 이 사람도 물량 많아지면 태도가 변하겠지만, 필요하신 분들은 연락해 보세요. 구글맵에 주소 찾아보니 사무실도 나름 깔끔한것 같네요.  셀러 홈피  카톡:  med365 가격이나 약 종류 이런건 직접 문의하세요",2025-12-12,케베쳄이,2025-12-12
MBN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=issue&no=730680&keyword=MBN,통일교 윤영호 측 직접 건넸다는 것 아냐,"뭐? 윤영호 자체가 통일교 한총재 딱가리에다가 뇌물공여 피의자. 특검진술에서 나경원, 정동영, 전재수 등 정치인 이름이 등장한 것을 국수본에 넘겼고(특검종료) 수사 철저히 해야겠죠. 다만 언제나 그랬듯이 재래식 언론들은 이때다 싶은 모양이네요. Mbn 단독인데 전재수 의원 꼭 명예회복 하길 바래봅니다.",2025-12-12,RE-FORM,2025-12-12
OBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757010&keyword=OBS,주말 TV 영화 편성표,"안녕하세요 한 주간 수고 많으셨습니다 편안한 주말 보내세요 12.12(금) OCN <페라리> 22:00 KBS1 독립영화관 <해야 할 일> 23:30 EBS 스페이스 공감 <인디음악 30주년 특별기획_파이오니아 시리즈 - 자우림> 24:00 EBS   EIDF 걸작선 <베르메르에 가까이> 24:50 13(토) OCN <귀멸의 칼날: 남매의 연> 09:30 <귀멸의 칼날: 아사쿠사편> 11:30 <귀멸의 칼날: 장구저택편> 13:40 <귀멸의 칼날: 나타구모산 편> 15:30 <귀멸의 칼날: 주합회의·나비저택 편> 18:20 <극장판 귀멸의 칼날: 무한열차편> 20:20 OBS 시네마 <쓰리데이즈 투 킬> 12:10 EBS2 토요극장 <까미유 끌로델 2부> 17:00 OBS <전기현의 씨네뮤직 - 장만옥> 20:55 EBS 세계의명화 <뮤직 박스> 22:45 KBS1 <인생이 영화 - 꽃의 도시 피렌체에서 조우한 배우 김민종, 예지원> 23:05 14(일) OCN <귀멸의 칼날: 환락의 거리 잠입편> 10:30 <귀멸의 칼날: 환락의 거리 결전편> 13:00 <귀멸의 칼날: 도공 마을 적습편> 15:30 <귀멸의 칼날: 도공 마을 이어진 인연편> 18:10 <귀멸의 칼날: 합동 강화 훈련 개막편> 21:00 <귀멸의 칼날: 합동 강화 훈련 주집결편> 23:00 EBS 일요시네마 <코만체로스> 13:25 OBS 시네마 <쓰리데이즈 투 킬> (재) 23:35 EBS 한국영화특선 <스윙키즈> 23:00 독립영화관 <해야 할 일>  EIDF 걸작선 <베르메르에 가까이>  <뮤직 박스>  <코만체로스>  <스윙키즈>  인생이 영화 <꽃의 도시 피렌체에서 조우한 배우 김민종, 예지원>  <전기현의 씨네뮤직> 다시보기",2025-12-12,흐린날씨,2025-12-12
OBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=gojobs&no=210046&keyword=OBS,[인천]2026학년도 인천대중예술고등학교 전공실기강사 및 1학기 산학겸임교사 채용 계획 및 공고(~2025. 12. 24),"제목 2026학년도 인천대중예술고등학교 전공실기강사 및 1학기 산학겸임교사 채용 계획 및 공고 기관명 인천광역시교육청 인천대중예술고등학교 등록일 2025. 12. 15 마감일 2025. 12. 24 첨부파일 링크 채용직급 전공실기강사 : 0명 근무지역 [2026학년도 인천대중예술고등학교 전공실기강사 채용 계획]
1. 채용 기간 : 학과별 상이 (※반드시 확인)
2. 채용 일정 : 2025.12.15.(월) ~ 2026.1.9.(금), 학과별 상이 (※반드시 확인)
3. 채용 인원 : 실용음악과, 연기예술과, 실용무용과, 영상제작과 별 상이
4. 채용 방식 : 공개채용( ○ ), 인력풀채용(   ), 병행(   )
5. 근무 시간 : 시간제 
6. 지원 자격 요건 : 국내·외 정규 해당 전공 대학 혹은 2~3년제 해당 전공 졸업자, 졸업예정자, 또는 이와 동등 이상의 학력 소지자 또는 담당 과목과 관련되는 분야의 직무에 3년 이상 근무한 자
7. 심사 방법 : (1차)서류 심사, (2차)면접
8. 선발 기준 : 서류 심사(70점), 면접 심사(30점)
9. 채용 공고 게시처 및  서류 접수 방법 
     가. 채용 공고 장소: 인천시교육청 홈페이지(  나라일터(  나. 접수 방법: 이메일 접수(학과별 접수)
10. 서류 심사 시 제출서류
      가. 채용 지원서 1부.
      나. 자기소개서 1부.
11. 최종 임용 시 제출 서류
      가. 최종 학교 졸업증명서 1부.
      나. 공무원채용신체검사서(근무시작일 기준 유효기간 내) 1부.
      다. 행정정보 공동이용 사전동의서 1부.
      라. 성범죄 경력 및 아동학대관련범죄 전력 조회 동의서 1부.
      마. 4대 폭력 예방교육 이수증 1부.
      바. 잠복결핵 검진확인서 또는 검진결과지 사본 1부.
      사. 마약류 투약 또는 중독 여부 판별 검진 결과 통보서 또는 의사의 진단서 1부.


[2026학년도 1학기 인천대중예술고등학교 산학겸임교사 채용 계획]
1. 채용 기간 : 학과별 상이 (※반드시 확인)
2. 채용 일정 : 2025.12.15.(월) ~ 2026.1.9.(금), 학과별 상이 (※반드시 확인)
3. 채용 인원 : 실용음악과 1명, 연기예술과 1명, 실용무용과 1명
4. 채용 방식 : 공개채용( ○ ), 인력풀채용(   ), 병행(   )
5. 근무 시간 : 전일제(08:30 ~ 16:30)
6. 지원 자격 요건 : 국내·외 정규 해당 전공 대학 혹은 2~3년제 해당 전공 졸업자, 졸업예정자, 또는 이와 동등 이상의 학력 소지자 또는 담당 과목과 관련되는 분야의 직무에 3년 이상 근무한 자
7. 심사 방법 : (1차)서류 심사, (2차)면접
8. 선발 기준 : 서류 심사(70점), 면접 심사(30점)
9. 채용 공고 게시처 및  서류 접수 방법 
     가. 채용 공고 장소: 인천시교육청 홈페이지(  나라일터(  나. 접수 방법: 이메일 접수(과별 접수)
10. 서류 심사 시 제출서류
      가. 채용 지원서 1부.
      나. 자기소개서 1부.
11. 최종 임용 시 제출 서류
      가. 최종 학교 졸업증명서 1부.
      나. 공무원채용신체검사서(근무시작일 기준 유효기간 내) 1부.
      다. 행정정보 공동이용 사전동의서 1부.
      라. 성범죄 경력 및 아동학대관련범죄 전력 조회 동의서 1부.
      마. 4대 폭력 예방교육 이수증 1부.
      바. 잠복결핵 검진확인서 또는 검진결과지 사본 1부.
      사. 마약류 투약 또는 중독 여부 판별 검진 결과 통보서 또는 의사의 진단서 1부.",2025-12-12,뽐뿌취업정보,2025-12-12
OBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757010&keyword=OBS,주말 TV 영화 편성표,"안녕하세요 한 주간 수고 많으셨습니다 편안한 주말 보내세요 12.12(금) OCN <페라리> 22:00 KBS1 독립영화관 <해야 할 일> 23:30 EBS 스페이스 공감 <인디음악 30주년 특별기획_파이오니아 시리즈 - 자우림> 24:00 EBS   EIDF 걸작선 <베르메르에 가까이> 24:50 13(토) OCN <귀멸의 칼날: 남매의 연> 09:30 <귀멸의 칼날: 아사쿠사편> 11:30 <귀멸의 칼날: 장구저택편> 13:40 <귀멸의 칼날: 나타구모산 편> 15:30 <귀멸의 칼날: 주합회의·나비저택 편> 18:20 <극장판 귀멸의 칼날: 무한열차편> 20:20 OBS 시네마 <쓰리데이즈 투 킬> 12:10 EBS2 토요극장 <까미유 끌로델 2부> 17:00 OBS <전기현의 씨네뮤직 - 장만옥> 20:55 EBS 세계의명화 <뮤직 박스> 22:45 KBS1 <인생이 영화 - 꽃의 도시 피렌체에서 조우한 배우 김민종, 예지원> 23:05 14(일) OCN <귀멸의 칼날: 환락의 거리 잠입편> 10:30 <귀멸의 칼날: 환락의 거리 결전편> 13:00 <귀멸의 칼날: 도공 마을 적습편> 15:30 <귀멸의 칼날: 도공 마을 이어진 인연편> 18:10 <귀멸의 칼날: 합동 강화 훈련 개막편> 21:00 <귀멸의 칼날: 합동 강화 훈련 주집결편> 23:00 EBS 일요시네마 <코만체로스> 13:25 OBS 시네마 <쓰리데이즈 투 킬> (재) 23:35 EBS 한국영화특선 <스윙키즈> 23:00 독립영화관 <해야 할 일>  EIDF 걸작선 <베르메르에 가까이>  <뮤직 박스>  <코만체로스>  <스윙키즈>  인생이 영화 <꽃의 도시 피렌체에서 조우한 배우 김민종, 예지원>  <전기현의 씨네뮤직> 다시보기",2025-12-12,흐린날씨,2025-12-12
OBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=gojobs&no=210046&keyword=OBS,[인천]2026학년도 인천대중예술고등학교 전공실기강사 및 1학기 산학겸임교사 채용 계획 및 공고(~2025. 12. 24),"제목 2026학년도 인천대중예술고등학교 전공실기강사 및 1학기 산학겸임교사 채용 계획 및 공고 기관명 인천광역시교육청 인천대중예술고등학교 등록일 2025. 12. 15 마감일 2025. 12. 24 첨부파일 링크 채용직급 전공실기강사 : 0명 근무지역 [2026학년도 인천대중예술고등학교 전공실기강사 채용 계획]
1. 채용 기간 : 학과별 상이 (※반드시 확인)
2. 채용 일정 : 2025.12.15.(월) ~ 2026.1.9.(금), 학과별 상이 (※반드시 확인)
3. 채용 인원 : 실용음악과, 연기예술과, 실용무용과, 영상제작과 별 상이
4. 채용 방식 : 공개채용( ○ ), 인력풀채용(   ), 병행(   )
5. 근무 시간 : 시간제 
6. 지원 자격 요건 : 국내·외 정규 해당 전공 대학 혹은 2~3년제 해당 전공 졸업자, 졸업예정자, 또는 이와 동등 이상의 학력 소지자 또는 담당 과목과 관련되는 분야의 직무에 3년 이상 근무한 자
7. 심사 방법 : (1차)서류 심사, (2차)면접
8. 선발 기준 : 서류 심사(70점), 면접 심사(30점)
9. 채용 공고 게시처 및  서류 접수 방법 
     가. 채용 공고 장소: 인천시교육청 홈페이지(  나라일터(  나. 접수 방법: 이메일 접수(학과별 접수)
10. 서류 심사 시 제출서류
      가. 채용 지원서 1부.
      나. 자기소개서 1부.
11. 최종 임용 시 제출 서류
      가. 최종 학교 졸업증명서 1부.
      나. 공무원채용신체검사서(근무시작일 기준 유효기간 내) 1부.
      다. 행정정보 공동이용 사전동의서 1부.
      라. 성범죄 경력 및 아동학대관련범죄 전력 조회 동의서 1부.
      마. 4대 폭력 예방교육 이수증 1부.
      바. 잠복결핵 검진확인서 또는 검진결과지 사본 1부.
      사. 마약류 투약 또는 중독 여부 판별 검진 결과 통보서 또는 의사의 진단서 1부.


[2026학년도 1학기 인천대중예술고등학교 산학겸임교사 채용 계획]
1. 채용 기간 : 학과별 상이 (※반드시 확인)
2. 채용 일정 : 2025.12.15.(월) ~ 2026.1.9.(금), 학과별 상이 (※반드시 확인)
3. 채용 인원 : 실용음악과 1명, 연기예술과 1명, 실용무용과 1명
4. 채용 방식 : 공개채용( ○ ), 인력풀채용(   ), 병행(   )
5. 근무 시간 : 전일제(08:30 ~ 16:30)
6. 지원 자격 요건 : 국내·외 정규 해당 전공 대학 혹은 2~3년제 해당 전공 졸업자, 졸업예정자, 또는 이와 동등 이상의 학력 소지자 또는 담당 과목과 관련되는 분야의 직무에 3년 이상 근무한 자
7. 심사 방법 : (1차)서류 심사, (2차)면접
8. 선발 기준 : 서류 심사(70점), 면접 심사(30점)
9. 채용 공고 게시처 및  서류 접수 방법 
     가. 채용 공고 장소: 인천시교육청 홈페이지(  나라일터(  나. 접수 방법: 이메일 접수(과별 접수)
10. 서류 심사 시 제출서류
      가. 채용 지원서 1부.
      나. 자기소개서 1부.
11. 최종 임용 시 제출 서류
      가. 최종 학교 졸업증명서 1부.
      나. 공무원채용신체검사서(근무시작일 기준 유효기간 내) 1부.
      다. 행정정보 공동이용 사전동의서 1부.
      라. 성범죄 경력 및 아동학대관련범죄 전력 조회 동의서 1부.
      마. 4대 폭력 예방교육 이수증 1부.
      바. 잠복결핵 검진확인서 또는 검진결과지 사본 1부.
      사. 마약류 투약 또는 중독 여부 판별 검진 결과 통보서 또는 의사의 진단서 1부.",2025-12-12,뽐뿌취업정보,2025-12-12
SBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756543&keyword=SBS,매일 하나씩 망해요.. '사상 최대' 폐업중인 이 사업,정확히는 하루 하나가 아니고 하루 1.6개 망한다네요. 분양가는 지방도 같이 올랐다는데?? ! 지금 SBS 휘청휘청 / KBS 휘청휘청 홈플 = 부도 확정 한국GM = 빤스런 확정 건설 = 태영 / 롯데 등등 홈플러스 부터 제대로 된 메세지 줘야 한다고 봅니다. 응 세금으로 절대 안살려줘!!! 누구 살려주고 누구 안살려주고 응 모두 안살려 메세지 줘야합니다.,2025-12-12,kuma777,2025-12-12
SBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756543&keyword=SBS,매일 하나씩 망해요.. '사상 최대' 폐업중인 이 사업,정확히는 하루 하나가 아니고 하루 1.6개 망한다네요. 분양가는 지방도 같이 올랐다는데?? ! 지금 SBS 휘청휘청 / KBS 휘청휘청 홈플 = 부도 확정 한국GM = 빤스런 확정 건설 = 태영 / 롯데 등등 홈플러스 부터 제대로 된 메세지 줘야 한다고 봅니다. 응 세금으로 절대 안살려줘!!! 누구 살려주고 누구 안살려주고 응 모두 안살려 메세지 줘야합니다.,2025-12-12,kuma777,2025-12-12
YTN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756584&keyword=YTN,서울지하철 노사 교섭서 1노조 교섭 결렬오늘 첫차부터 파업,,2025-12-12,Qwert0624,2025-12-12
YTN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756584&keyword=YTN,서울지하철 노사 교섭서 1노조 교섭 결렬오늘 첫차부터 파업,,2025-12-12,Qwert0624,2025-12-12
